question,question_sub,answer,answer_sub,ef_factor,category_id,created_at,modified_at
beverage,,(명) 음료,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
portable,,(형) 휴대할 수 있는 | (명) 휴대용 기기,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
essential,,(형) 필수적인 | (명) 필수 요소,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
consent,,"(명) 동의, 허락 | (동) 동의하다, 허락하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
tentative,,"(형) 잠정적인, 임시의 | (형) 시도적인, 시험적인",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
respective,,"(형) 각각의, 각자의 | (부) 각각, 따로따로",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
arrange,,(동) 정리하다 | (동) 준비하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
associate,,"(동) 관련시키다, 연관짓다 | (동) (사람과) 어울리다, 교제 하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
publicity,,"(명) 언론 보도, 광고 | (명) 선전, 홍보",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
instructor,,"(명) 강사, 교관",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
contractor,,"(명) 계약자, 도급업자",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
relevant,,(형) 관련 있는 | (형) 적절한,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
weekly,,(형) 매주 열리는 | (부) 매주,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
imply,,(동) 암시하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
reveal,,"(동) 드러내다, 폭로하다 | (동) 보여주다, 나타내다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
assembly,,"(명) 조립 | (명) 집회, 회의",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
procedure,,"(명) 절차, 과정 | (명) 수술, 의료 절차",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
overdue,,(형) 기한이 지난 | (형) 연체된,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
merchandise,,"(명) 상품, 물품 | (동) 판매하다, 홍보하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
authority,,(명) 권한 | (명) 당국,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
fiscal,,"(형) 재정의, 회계의",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
timely,,(형) 시기적절한 | (부) 시기적절하게,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
duty,,"(명) 책임, 의무 | (명) 관세, 세금",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
impose,,"(동) (세금, 규제 등을) 부 과하다 | (동) 강요하다, 강제하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
merger,,(명) 합병 | (명) 융합,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
demonstration,,"(명) 증명, 시연 | (명) 시위",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
fluctuate,,(동) 변동하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
deliver,,"(동) 배달하다, 전달하다 | (동) 연설하다, 발표하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
devoted,,"(형) 헌신적인, 열정적인 | (형) 사랑하는",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
stock,,(명) 재고 | (명) 주식,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
promptly,,"(부) 지체 없이, 즉시 | (부) 정확히",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
expand,,(동) 확장하다 | (동) 팽창하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
variety,,"(명) 다양성, 여러 가지 종 류 | (명) 품종, 종",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
immediately,,"(부) 즉시, 곧",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
capacity,,"(명) 수용 능력, 용량 | (명) 역할, 지위",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
conduct,,(동) 수행하다 | (동) 지휘하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
transaction,,(명) 거래 | (명) 처리,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
personnel,,"(명) 직원, 인원 (명) 인사부서",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
due,,"(형) 기한이 된 | (형) 적절한, 맞는",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
assure,,"(동) 안심시키다 | (동) 보증하다, 확언하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
responsibility,,"(명) 책임, 의무 | (명) 담당, 역할",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
progress,,"(명) 발전, 진전 | (동) 진보하다, 나아가다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
supply,,"(명) 공급, 비축품 | (동) 제공하다, 공급하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
release,,"(동) 발표하다, 공개하다 | (동) 석방하다, 자유롭게 하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
receipt,,"(명) 수령, 영수증 | (명) 영수증을 받음",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
refuse,,"(동) 거절하다 | (명) 폐기물, 쓰레기",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
prosperous,,"(형) 번영하는 | (부) 번영하게, 번창하게",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
lean,,(동) 기대다 | (동) 기울이다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
pedestrian,,"(명) 보행자 | (형) 평범한, 재미없는",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
tenant,,"(명) 임차인, 세입자",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
flaw,,"(명) 결함, 흠 | (동) 결함을 만들다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
guarantee,,"(명) 보증, 보장 | (동) 보장하다, 확실히 하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
loan,,"(명) 대출, 차용금 | (동) 빌려주다, 대출하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
admit,,(동) (사실이나 잘못을) 인 정하다 | (동) 입장을 허용하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
expense,,(명) 비용 | (명) 지출,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
description,,"(명) 묘사, 설명",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
statement,,"(명) 진술, 발표 | (명) 명세서, 서류",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
regulation,,"(명) 규제, 규정 | (형) 규제적인",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
material,,"(명) 재료, 물질 | (명) 자료, 정보",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
policy,,"(명) 정책, 방침 | (명) 보험 증권",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
assume,,(동) 가정하다 | (동) 맡다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
critical,,"(형) 중요한, 중대한 | (형) 위기의, 위험한",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
alleviate,,"(동) 완화하다, 덜어주다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
solicit,,"(동) 요청하다, 간청하다 | (동) 청구하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
unprecedented,,(형) 전례 없는,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
produce,,(동) 생산하다 | (명) 농산물,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
amount,,"(명) 양, 총액 | (동) (합계가) ~에 이르다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
commute,,(동) 출퇴근하다 | (동) 통근 시간을 줄이다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
corporate,,"(형) 기업의, 법인의 | (형) 공동의, 단체의",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
practical,,"(형) 실제적인, 현실적인",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
deny,,"(동) 부인하다, 사실이 아 니라고 주장하다 | (동) 거부하다, 허락하지 않다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
diverse,,"(형) 다양한, 여러 가지의",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
fulfill,,(동) 요구를 충족시키다 | (동) 약속을 완수하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
clarify,,(동) 명확하게 하다 | (동) 분명하게 하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
draft,,"(명) 초안, 초고 | (명) 징병, 선발",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
recipe,,"(명) 요리법, 조리법 | (명) 지침, 비법",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
performance,,(명) 성과 | (명) 공연,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
invoice,,(명) 청구서 | (동) 청구서를 보내다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
useful,,(형) 유용한 | (형) 쓸모있는,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
durable,,"(형) 오래 지속되는, 견고 한",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
subscribe,,(동) 정기 구독을 신청하 다 | (동) (서비스에) 가입하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
coverage,,(명) 보상 범위 | (명) 보도 범위,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
approve,,(동) 승인하다 | (동) 찬성하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
agenda,,"(명) 의제, 일정 | (명) 할 일 목록",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
boost,,"(동) 증가시키다, 증대하다 | (명) 증가, 증대",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
access,,"(명) 접근, 이용 권한 | (동) 접근하다, 이용하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
facility,,"(명) 시설 | (명) 쉬움, 유창함",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
diagnosis,,"(명) 진단 | (명) 문제 분석, 식별",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
ownership,,(명) 소유권 | (명) 책임,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
recession,,"(명) 불경기, 경기 침체",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
status,,(명) 상태 | (명) 지위,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
accountable,,(형) 책임 있는,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
dependable,,(형) 신뢰할 수 있는,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
adjustment,,(명) 조정 | (명) 적응,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
prestigious,,"(형) 명망 있는, 존경받는",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
recognition,,"(명) 인정, 승인 | (명) 알아보기, 인식",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
regret,,(동) 후회하다 | (동) 유감스럽게 생각하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
unemployment,,(명) 실업 | (명) 실업률,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
documentation,,"(명) 문서 작성, 기록 | (명) 증거 자료, 서류",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
compete,,(동) 경쟁하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
range,,(명) 범위 | (동) (범위가) ~에 이르다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
conclusion,,(명) 결론 | (명) 종결,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
environment,,"(명) 자연환경 | (명) 생활환경, 분위기",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
expose,,"(동) 드러내다, 폭로하다 | (동) 노출시키다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
appropriate,,"(형) 적절한 | (동) 도용하다, 사용하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
negotiate,,(동) 협상하다 | (동) 교섭하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
investment,,"(명) 투자 | (명) 투자금, 투자액",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
productivity,,(명) 생산성,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
proposal,,(동) 제안하다 | (동) 청혼하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
manual,,"(형) 손으로 작동하는, 수 동의 | (명) 주석서, 안내서",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
potential,,"(명) 잠재력, 가능성 | (형) 잠재적인, 가능성이 있는",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
delay,,(명) 지연 | (동) 연기하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
obtain,,"(동) 얻다, 획득하다 | (동) 확보하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
restrict,,(동) 제한하다 | (동) 통제하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
alternative,,"(명) 대안, 선택 가능한 것 | (형) 대체의, 대안적인",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
appraisal,,(명) 평가 | (명) 감정,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
temporarily,,(부) 일시적으로 | (부) 잠시 동안,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
remain,,(동) 어떤 상태를 유지하 다 | (동) 남아 있다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
relieve,,(동) 고통이나 스트레스를 덜어주다. | (동) 업무에서 해방시키다.,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
beneficial,,(형) 이익이 되는,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
deliver,,(동) 배송하다 | (동) 연설하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
expect,,"(동) 예상하다, 기대하다 | (동) 요구하다, 요청하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
damage,,"(명) 손상, 피해 | (동) 손상시키다, 피해를 입히 다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
seal,,(동) 봉인하다 | (동) 보증하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
stagnant,,"(형) 정체된, 흐르지 않는",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
tenure,,"(명) 재임 기간, 임기 | (명) 종신 재직권, 보유",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
setback,,"(명) 방해, 좌절 | (명) 후퇴",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
autograph,,(명) 사인 | (동) 사인하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
associated,,"(형) 관련된 | (동) 연관시키다, 관련 짓다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
arrival,,"(명) 도착 | (명) 신생, 도래",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
dimension,,"(명) 크기, 치수 | (명) 양상, 측면",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
consistency,,"(명) 일관성 | (명) (액체의) 농도, 밀도",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
invent,,"(동) 발명하다 | (동) 고안하다, 만들어내다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
generous,,"(형) 관대한 | (형) 풍부한, 넉넉한",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
enrich,,"(동) 풍요롭게 하다 | (동) (영양소나 성분을) 강화 하다, 높이다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
transfer,,(동) 이동하다 | (동) 전근하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
structure,,(명) 구조 | (동) 구조를 설계하다,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
employment,,"(명) 고용, 직업 | (명) 고용률",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
destination,,(명) 목적지,,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
complaint,,"(명) 불평, 불만 | (명) 고충, 문제점",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
atmosphere,,"(명) 분위기, 감정 | (명) 대기, 공기층",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
host,,"(명) 주최자, 주인 | (명) 호스트 컴퓨터",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
conduct,,"(동) 실행하다, 수행하다 | (동) 지휘하다",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
district,,"(명) 구역, 지역",,2.5,5,2026-02-03 11:57:27,2026-02-03 11:57:27
